,id,rating,title_sin,artist,genre,music,song,writer,title_singlsh
865,865,1732, සඳුද අවදියෙන් ,අමිරසිරි පීරිස්,ක්ලැසික්,අමරසිරි පියරිස්,"සඳුද අවදියෙන් තරුද අවදියෙන් 
මේ නිශාන්තයේ
ඔබ ලඟ නැති තව දිනක් ගෙවී යයි 
තනිවුන වසන්තයේ...//
   
 
සීතල ඇතිරුනු මිහිලිය ලය මත 
කොද කිණි බිඟු වුනි මධු පුරවා
උණුසුම දිස්වුනෙ නෑ නෙත මානෙට 
ඔබලඟ නැතිවුණු අද මා තනිවම
 
පහන් නොදැල්වෙන ඔබෙ පැල්පත තුල 
නිදිමත අඩනෙතු පිය සනහා
මගේම කඳුලක් වී පිණිබිදු ලෙස 
ඔබෙ කවුළුව ලඟ පිපි මල්පෙති මත
",ප්‍රියනන්ද විජේසූරිය,Sanduda Awadiyen
866,866,3404,සඳෙන් එහා,මිල්ටන් මල්ලවරාච්චි,පැරණි පොප්ස්,ක්ලැරන්ස් විජේවර්ධන,"සඳෙන් එහා කඳු මුදුන් ඉමේ 
හිමව් තලාවේ තුෂාරයේ	                     
නුවන් ඇදී මා සිත දුර පාවේ 
ඇය තනි වූ ඒ කුඩා පැලේ
මා ඒ අතීතේ මේ මාවතේ 
රෑ පාළු සීතේ ලා මීදුමේ
තනි වී ගෙවා ආ ඒ චාරිකාවේ 
නොසිතූ ලෙසේ ඈ මා හමුවුණේ
දෑතේ වෙලීලා මා හා බැඳී 
දෑසේ කතාවේ යාවී රැඳී
තනිකම නිවා දිවියේ පාළු යාමේ 
පසුදා උදේ ඈ වෙන් වී ගියේ
",කුලරත්න ආරියවන්සන්,Sanden Eha
867,867,2279,සඳේ ඔබ,රූකාන්ත ගුණතිලක,නව පොප්,රූකාන්ත ගුණතිලක,"සඳේ ඔබ ඇයිද මේ යාමේ
අහස කරා නැඟුණේ
සිතේ දුක හිරු නිවා දැමුවේ
නැතුවද ඔබ දන්නේ
ගිනි හිරු පායා සොමි සඳ බැසලා
මගෙ ලොව එළිය වෙලා
ඔබ තරු වටකර හිනැහෙන යාමේ
ඈ දුර යහන් ගැබේ
රෑ නොනිදාගෙන වැලපෙන මා හට
ඔබගේ කිමද පලේ…
සඳ දෙස බල බල මා පැතු පැතුමන්
මෙතෙකැයි කියන්න බෑ
හිරු මා දැව්වත් මා ලද උණුසුම
අමතක කරන්න බෑ 
 
",නොදන්නා,Sande Oba
868,868,828,සැන්දෑවේ රන් වලා,මිල්ටන් මල්ලවරාච්චි,නව පොප්,ක්ලැරන්ස් විජේවර්ධන,"සැන්දෑවේ රන් වලා සයුරේ ගිලී පාවෙලා	                     
අඳුරේ පහන් දැල්වෙනා මොහොතේ 
ඔබ ඇයි මග තනිවෙලා //
අඳුනන්න බැරි වෙන්න සෙවනක් යටින්
ඔබ ඉන්නෙ කවුරුන්ද එනකන් ඉතින්
මේ රෑ ගෙවී නැවත හෙට වූ දිනේ 
සැනසුම් සුසුම් ඒවි නම්
කවුරුන් නිසාදෝ ඔබේ ජීවිතේ 
ගෙවන්නේ මෙසේ මහ රෑ මාවතේ
වරදක් සිතන්නා වු මිනිසුන් කෙරේ 
දෙවියන් කමා කළ මැනේ
  
            
 
",නොදන්නා,Sandawe Ran Wala
869,869,450, සඳට අහස,"වික්ටර් රත්නායක,සුජාතා අත්තනායක","පැරණි පොප්ස්,යුගල",වික්ටර් රත්නායක,"සඳට අහස ආදරේ දෝ(ම් ම්...)
මලට බමරු ආදරේ දෝ(ම් ම්...)
දෙනෙතට වත ආදරේ දෝ(ම් ම්...)
සොඳුරියෙ මට ආදරේ දෝ//(නෑ නෑ.. )
සියහිස මල් තුරුලිය සුරකින්නේ ආදරෙන් නේදෝ
දුහුවිලි පිස මැණිකක් අහුලන්නේ ආදරෙන් නේදෝ
ඔබ මගෙ හදවත් කුටියට එන්නේ ආදරෙන් නේදෝ
සයුරෙහි දිය කඳුලක් තරමින් වත් ආදරෙයි නේදෝ
එහෙනම් මා මුමුණන ගීපද පෙරලා යලි කියනවදෝ
මද සහනයි සඳ පහනයි පද මවනයි මද පවනයි
වසර සසන තුරු සසර වසනතුරු 
අම මාදරෙයි… මම ආදරෙයි
මම ආදරෙයි… ම්.ම්..ම්//
",ලව්ලි ඩේ ඩි අල්විස්,Sandata Ahasa
870,870,10269,සඳළුතලේ ඔබ,මිල්ටන් මල්ලවරාච්චි,පැරණි පොප්ස්,ක්ලැරන්ස් විජේවර්ධන,"සඳළුතලේ ඔබ සිටියා බලා ඈත තියා මම දුටුවා	                     
අසු පිට එන සඳ ඔබ දැකගන්නට 
තවත් සඳක් දෝ මට සිතුණා
ඔබ මා සතු නම් වෙන සැප කුමටද 
ම සිත සැලෙයි ඔබ දුටුව පැයේ
පුලින තලාවට ඇඳිරි වෙලාවක 
සිතුවිලි කුටියේ සිහින රැයේ
රජ මැදුරක ඔබ සැතපෙන යහනක 
සුව පහසුව නැත මගෙ කුටියේ
එනමුදු ඔබහට බැඳි මා සෙනෙහස 
දිවි ඇති තුරු මා හදෙහි තියේ
",ක්ලැරන්ස් විජේවර්ධන,Sandalu Thale Oba
871,871,1758, සඳලතා පායලා ,කීර්ති පැස්කුවෙල්,"පැරණි පොප්ස්,ඉල්ලීම",සරත් ද අල්විස්,"සඳලතා පායලා මල් වැට ගාව ඉරිමා උදේ
සුදු මල් තාරුකා ඇගෙ පරිවාර තරුවැල් වගේ
සඳුට උපමා ඔබයි ළඳුනේ 
මටයි හැඟුනේ ආදරේ//
 
මන්දිරේ කවුළුවෙන් මං මේ උදේ
නෙත් පුරා බලා ඉඳින්නේ රූ ඔබේ //
ඔබට රහසේ ප්‍රේමාදරේ 
මට දැනුණා රත්තරං
ඔබට රහසේ ප්‍රේමාදරේ 
මට දැනුණා රත්තරං
 
වෑහෙනා මුත් ඒ මනෝ ලෝ චේතනා
පෙම් කරන්නත් නෑ ප්‍රියේ පිං වාසනා //
පාළු රාත්‍රියේ සඳ රේණුවෙන්
පුරවන්කෝ රත්තරං
පාළු රාත්‍රියේ සඳ රේණුවෙන්
පුරවන්කෝ රත්තරං
 
",සුනිල් පිබිදීම,Sandalatha Payala
872,872,1035, සඳකැන් දහරින්,මලනි බුලත්සිංහල,චිත්‍රපට ගීත,නොමේරූ කෙමදාස,"ලලල ලල ලල ලලලා
ලලල ලල ලල ලලලා//
ආ ආ ආ ආ ආ……ආආ ආ ආ
සඳකැන් දහරින් දෙනුවන් පිරිලා
දෙනුවන් කැළුමින් පියුමන් සැලිලා 
 				
හිරිපොද වැහි වැටිලා කුරහන් මල් තෙමුනා
හිවුඩු පිපෙන සුළඟේ…. සුවඳ මැකී වියැකී
ඉද්ද සමන් පිපිලා වන පෙත හිනැහෙනවා
කොවුලිඳු ගී ගැයුවා…… ගං දොරකඩ රැඳිලා

 
 

 
",කිත්සිරි නිමල් ශාන්ත,Sandakan Daharin
873,873,1312,සඳකඩ පහනක,සුනිල් එඩිරිසිංහ,"ක්ලැසික්,චිත්‍රපට ගීත",වික්ටර් රත්නායක,"                                          
          
සඳකඩ පහනක කැටයම් ඔපලා 
පාවෙන දේදුනු ලැගුම් ගනී
කැලැතුණු රසයක පැන ආ බුබුලක් 
අකුරු වැලක් දෙහදක ලියැවී
යුගයෙන් යුගයට නොමියෙන දහනක 
දිවියක පදනම මතු වෙද්දී
නොපෙනෙන ඈතක ඈ ගෙන යනවා 
සියුමැලි කැකුළක් මැල වෙද්දී 
සියුමැලි කැකුළක් මැල වෙද්දී
 				
දහසක් පෙති මත රහසක් කොඳුරා
තුඩින් තුඩට ගෙන යන බිංදූ
ගව්වක් ඉහලට ගොනු කොට රඳවා
පොපියන දෙතොලක් එහි කැන්දූ
අහසක් ගුගුරා කළුවක් වපුරා
ඒ හා මුහු වුණු වැහි බිංදූ
ඈ ගෙන යද්දී නටඹුන් අතරෙක
තවෙකෙක් ඈ වෙත හද රැන්දූ 
තවෙකෙක් ඈ වෙත හද රැන්දූ
 				
හද විල ඉපැදුණු කැකුළක් නොකලට
නටුවෙන් ගලවා දුරක යවා
මිහිලිය තෙත් කොට ගිලිහුණු කඳුළක්
සත් සමුදුරකට මුහුව ගියා
ඔබට උරුම වූ රිදුණු තැවුණු හද
එක් ටැම් මැදුරක කවුළු අරා
රුවන් විමානෙන් පියඹා එනතුරු
පොපියන හදවත සිටී බලා
පොපියන හදවත සිටී බලා
          
		
 
		
",ලොම් නානායකකර,Sandakada Pahanaka
874,874,3713, සිටු කුමාරියේ,ගුණදාස කපුගේ,පැරණි පොප්ස්,ගුණදාස කපුගේ,"සිටු කුමාරියේ නුඹට සීතල අගුණයි
වේල් පටින් මිදුණු දාට වැහි පිනි අපලයි
ප්‍රේමාතුර නුඹේ හිතට අගහිඟ නරකයි
අගහිඟ නරකයි
කුලී ගෙදර වහල කැඩී සිංහල උළු බිඳී
නිල් තරු එළි හීන රටින් ගලා හැලෙන්නේ
කුමාරියේ නුඹට කෝම ඒක කියන්නේ
ඒක කියන්නේ
කණකර අන් සන්තක වී ජීවිත සින්න වී
පෝරුව ලෙඩ ඇඳක් වෙලා අම්මා නින්දේ
කුමාරියේ නුඹට කෝම ඒක කියන්නේ
ඒක කියන්නේ
",රත්න ශ්‍රී විජේසිං,Situ Kumariye
875,875,2853, සුළං කුරුල්ලෝ ,හරූන් ලන්ත්‍රා,"ගෝල්ඩන් ඕල්ඩීස්,චිත්‍රපට ගීත",නොමේරූ කෙමදාස,"සුළං කුරුල්ලෝ හෙමින් ඉගිල්ලී 
මල් සුවදකි අර ගෙන එන්නේ
ආදර උයනේ දොරටුව හැරගෙන 
ඔච්චම් කරමින් පියඹන්නේ..// 
 
 
සිහින පොතේ පිටුවක් පෙරලී ඇත 
මොනවද එහි ලියැවී ඇත්තේ...//
ආදරේ…ආදරේ...  ආ..දරේ
ආ..දරේ ආ..දරේ    ආ..දරේ
 
 
මතක ලොවේ දොර අගුළු හැරී ඇත  
මොනවද එහි හිරවී ඇත්තේ...//
ආදරේ…ආදරේ...  ආ..දරේ
ආ..දරේ ආ..දරේ    ආ..දරේ
",ධර්මසිරි ගමගේ,Sulan Kurullo
876,876,1754, සුළං කපොල්ලේ ,නන්ද මලනි,පැරණි පොප්ස්,රොහාන වීරසිංහ,"සුළං කපොල්ලේ තැනූ කැදැල්ලේ
කෑලි කැඩී බිඳී වැටෙයි
නිල් කඳු රැල්ලේ //
 
කූඩු කැඩී තැන තැන ගිය පුංචි කිරිල්ලී
දැන් ඔබ ළඟ සිටියි රුවක් විලස නොසෙල්ලී
යොදුන් ගණන් ඔබමැ සොයා ආ සියුමැල්ලී
පිළිගනු ඈ කොහි යන්ට ද නැවත ඉගිල්ලී
 
ඇයට මවක් පියෙක් නොමැත ක්ෂිතිජ වළල්ලේ
කඳුළ පමණි ඇයට උරුම දවස මුළුල්ලේ
ඔබ තනිකඩ කුරුළු රජෙකි වෙසෙන නිදැල්ලේ
ඇයට ලැගුම් දෙන්න සබඳ ඔබේ කැදැල්ලේ
",සුනිල් පිබිදීම,Sulan Kapolle
877,877,844, සුදු වත කමලේ,ප්‍රියා සූරියසේන,පැරණි පොප්ස්,නොදන්නා,"සුදු වත කමලේ වතු සුදු මල් පෙති
උපමාවන් සසැඳේ
නෙත් සර බිඟු පැටලේ  
වසන්තියේ……………........වසන්තියේ
හිරු සඳ දියරෙන් තරු පෙළ නැහැවී
ඔබේ හිනා මල් පිපෙන පැයේ
නෙත ගැටෙනා විට සවනට ඇසුනා
හද ගැහෙනා රාවේ
අතිනත බැඳුණත් හදවත හඳුනා
ඇස රැඳුනේ ඔබ බාල වියේ
අද ඇය කොතනද ඒ රුව නොමැකේ
පෙම් හසරැළි පවුරේ
",නොදන්නා,Sudu Watha Kamale
878,878,1440, සුදු පරවි රෑන,ප්‍රියා සූරියසේන,පැරණි පොප්ස්,නොදන්නා,"සුදු පරවි රෑන සේ පියාසලා 
පාසල නිම වී යොවුන් කුමරියන් 
පෙළින් පෙළට එයි ඈ තාම නෑ 
ඈ….. තාම නෑ //
පොත් පත් අහුරා මුදු ළැමට තුරුලු කරවා // 
පිරුණු සදක් සේ මහද දිලේ // 
යහලු යෙහෙළියන් අතරේ ඈ තාම නෑ 
ඈ….. තාම නෑ
මල් හිනා පිපී මුව මඩල පුරා රදවා // 
මුතු අහුරක් සේ දසන් සලා // 
ඉර හද දහසක් පරදා ඈ තාම නෑ 
ඈ….. තාම නෑ
",සුනිල් ආර් ගමගේ,Sudu Paravi Rana
879,879,11957, සුදු නැන්දා ඇයි,ගුණදාස කපුගේ,"ක්ලැසික්,පැරණි පොප්ස්",ගුණදාස කපුගේ,"සුදු නැන්දා ඇයි ගෙයි දොර වැහුවේ
මාමණ්ඩි මට ඇයි මඟ හැරියේ 
හීන් හඬට ඉකි බිඳුම් ඇහෙන්නේ 
හීන් නඟා ඇයි ගේ මුල්ලේ
හීන් නඟා ඇයි ගේ මුල්ලේ
වෙනදා ඉඳිකඩ අද මට හරස් වෙලා 
වයිරා දොරකඩ නොබලයි ඉව අල්ලා 
රිදී පොටක් හංගාගෙන ආවා 
හීන් නගේ නුඹ නෑ දන්නේ
හීන් නගේ නුඹ නෑ දන්නේ
තටු පොරවාගෙන සැළයා කූඩුවෙලා 
කනප්පුවෙන් පැන හෙප්පුව බිම වැටිලා
පහන් පැළට අද පරමල් වැඩලා 
ගලේ විහාරෙත් ගොලුවීලා
ගලේ විහාරෙත් ගොලුවීලා
",ලුෂාන් බුලත්සිංහල,Sudu Nanda Ai
880,880,2679,සුදු නෙළුම කෝ,ඩබ්ලිව්.ඩී අමරදේව,"ක්ලැසික්,ඉල්ලීම",පණ්ඩිත් අමරදේව,"සුදු නෙළුම කෝ 
සුදු නෙළුම කෝ සොර බොර වැවේ
මල් සුවඳ දුන් මහියංගනේ
පුන් පෝයදා පාළොස්වකේ
මල් නෙළා විකිණූ පන්සලේ
 
වැවට කලුවර යා වුනා
සංසාර දුක බෝ වුනා
නෙළු මල් මිට ඉහිරුනා
එහා ඉවුරට පාවුනා
සිහින් සිරිපොද වෑහුනා
ඉවුරු දෙකොපුල සේදුනා
සුදු නෙළුම් මල දෑස පියවී
මෙහා ඉවුරට පාවුනා
",රත්න ශ්‍රී විජේසිං,Sudu Neluma Ko
881,881,1467,සුදු මුතු රළ පෙළ,"නීලා වික්‍රමසිංහ,ටී.එම්.ජයරත්න","චිත්‍රපට ගීත,යුගල",රොහාන වීරසිංහ,"සුදු මුතු රළ පෙළ කිඳුරු කොදෙව්වේ
පාවඩ පලස එලා
සිඳුලඳ ගෙනදුන් මුතු කැකුලක් සේ  
ඔබ මට තිලිණ වෙලා
 				
යුගදිවි වැල්ලේ අඳුරු ඉස්සව්වේ
මුකුලිත සිතැඟි සලා 
අරුණැල්ලක්සේ
අරුණැල්ලක්සේ  නුඹ මිණ පායා 
සනහස ජනිත කළා
සැඩ රළ රැල්ලේ සැලෙන කැදැල්ලේ
රැඳුනෙමි සරණ සොයා
පවනැල්ලක්සේ
පවනැල්ලක්සේ නොම හැර ආවෙමි
ඔබ හද සැදෙන තුරා
 			
 
",කුලරත්න ආරියවන්සන්,Sudu Muthu Rala Pela
882,882,1111, සුදු මැණීකේ ,ක්ලැරන්ස් විජේවර්ධන,"පැරණි පොප්ස්,කැලිප්සෝ",ක්ලැරන්ස් විජේවර්ධන,"සුදු මැණීකේ  මගේ මැණිකේ
අළුයම හිරු එලිය වගේ නේ
කැකුළු මල් අග පිපුනා
මගේ හදවත බැදුනා
තව මෙවන් දෙයක් නැතැයි සිතෙන්නේ
නිල් දෑසේ රුව දැකලා මල් රහසේ හිනහේනවා
සුදු මැණීකේ මම එනවා ඔබ කැන්දාගෙන එනවා 
ඇල් හේනේ පැල් රැකලා කල් යන්නේ නිදි මරලා//
සුදු මැනිකේ ගැන සිතලා මම ඉන්නේ මග බලලා
",ක්ලැරන්ස් විජේවර්ධන,Sudu Menike
883,883,761, සුදු හංසියේ ,අජිත් ගුවන්තොටුපල, , ," 
සුදු හංසියේ මිහිරාවියේ 
සුදු හංසියේ මිහිරාවියේ 
මගෙ අත දවටා ඔබේ බඳ වටා 
මා වෙත තව තව ඔබ ළං කරගෙන
නිර්මල හදවත මුමුණන රිද්මය 
අහන්න කීවා මතකද දවසක් දා
 
 
ඔබේ ළඟම හැම දිනේ හිඳින්නම් 
මම ඔබගේමයි ඔබ කීවේ// 
ජීවිතය දැනෙන්නේ ඔබගෙන් බව මට 
කියු හැටි යළි යළි මතකේ මැවේ
කියු හැටි යළි යළි මතකේ මැවේ
 
 
මගේ හීන ගිනි තබා මියෙන්නම් 
ඔබ නොලැබීමයි මගෙ දෛවේ// 
ආදරය තිබෙන්නේ විඳගන්නට මිස 
දුක් විඳ විඳ විඳවන්න නොවේ
දුක් විඳ විඳ විඳවන්න නොවේ
", ,Seetha Handakare
884,884,1455,සුදු අසු පිට ,ඉන්ද්‍රානි පෙරේරා,ගෝල්ඩන් පොප්,අර්නස්ට් සොයිසා,"  
සුදු අසු පිට නැගලා මංගල රථේ තියා
බැන්දා රන් තොරණේ කැන්දා මා යන්නේ
උන්මාද සිහිනෙන් ඔයා
මල්සර දෝණී මෙමා//
සිහිනෙන් වගේ මැවිලා පෙනේ
මාගේ හදේ මිහිරක් දැනේ//
ආලේ ඔබේ මටනේ ප්‍රියේ //
මධු මල් පිපෙන්නේ අපි දෙන්නා හින්දයි
බඹරුන් හඬන්නේ මල් හී විදින්නයි
දෙනෙතේ රැඳෙන්නේ ඔබගේම රුවමයි
මනමත් කරන්නේ මල්හීසරාමයි
හිතවත් කියන්නේ ඔබ මාගේ හින්දයි //
                                         
  
 
 
",හඩ්සන් සමරසිංහ,Sudu Asu Pita
885,885,1334, සුදු හාමිනේ ,නන්ද මලනි,ක්ලැසික්,නන්ද මලනි,"		              
සුදු හාමිනේ නුඹ කොතැනද අද දවසේ
දීගෙක ගිහින් දරු පිරිවර මැද සුවසේ
ලේලිය කැටුව මගෙ පුතු වෙන් විය රහසේ
මං විතරයි තනියම දැන් මගෙ නිවසේ
 
උඹලගෙ තාත්තා ඇත දුර බලාගෙන
කවදා දූ පුතුන් ඒ දැයි පතාගෙන
වේවැල් කැඩුණු පුටුවේ වක ගසාගෙන
මං ඉන්නවා නෙතු කඳුළැල් දරාගෙන
 
දරුවන් ඇඳුම් ඇඟැලුම් ගෙන සිඹින්නෙමී
මනසින් එදා කෙළි සෙල්ලම් දකින්නෙමී
මරණයෙ දොරකඩට සපැමිණ සිටින්නෙමී
ලේකිරි පෙවූ දරුවන් දැක මියෙන්නෙමී
",සුනිල් පිබිදීම,Sudu Hamine
886,886,1078, සුදු අරලිය මල ,අජිත් මුතුකුමාරණ, , ," 
සුදු අරලිය මල - පිපුණේ ඇයි තනිව
ලෙන්ගතු ඇසුරකට - මට දැන් අවසරද//
 
ආදර වදන් දිගේ - ගලනා සුවඳ ඔබේ
සඳ එලියක්ය ලඳේ -  සිත් මල එකළු වුණේ
 
මාලිග දොරටු වසා -ආවෙමි ඔබව සොයා
ඇතට යන්න එපා - මා ලඟ හිඳින තුරා
", ,Sudu Araliya Mala
887,887,386,සුභාෂිණී ඔබ,සෝයාසා ගැන අදහස් දක්වන්න,පැරණි පොප්ස්,නොදන්නා,"සුභාෂිණී ඔබ මගේ නමට එවු 
ඇරයුම්පත ලැබුණා
මනාලියක වී සුභ නැකතින් හෙට 
යන බව එහි තිබුණා
ඊයේ වන තුරු මට පෙම් බැන්දේ 
ඔබදැයි සැක සිතුණා
ඔබේ චපලකම හඳුණා ගන්නට 
සිව් වසරක් ගෙවුණා
යාළු මිතුරු කැල ඔබ ගැන කී දෙය 
ගැන නෑ මා සිතුවේ
පාළු සිතට මගෙ එළියක් ඔබගෙන් 
ලැබගන්නයි පැතුවේ
ලෝකය එරෙහිව ආවත් මා හැර 
නොයන බවයි කීවේ
ප්‍රේමය පිවිතුරු බව පෙම් හසුනක 
ඔබමයි මට ලීවේ
මංගල දිනයට ඇරයුම් කෙරුවත්
කෙළෙසද මා එන්නේ
පෙම් කල සිතකට වෛර කරන්නට 
සිත නෑ ඉඩ දෙන්නේ
සිතට වහල් වී මා හැර යන මුත් 
නෑ දොස් පවරන්නේ
ඔබ වැනි ළඳකට පෙම් කල මා ගැන 
මම අද දුක්වෙන්නේ
 
 
 
 
 
",නොදන්නා,Subhashini Oba
888,888,3663,සොවින් පිරි මගේ,සනත් නන්දසිරි,ක්ලැසික්,සනත් නන්දසිරි,"සොවින් පිරී මගේ හදවත 
තුලින් මතුවෙවී පිටවන 
හැඟුම් කැටි ගැසී ගෙන එන 
හිතට වේදනා
සුවෙන් මා එදා සැතපුන 
යහන් මත මහත් විස කටු
පිපෙන්නාවු ලෙසට දැනේ
ගතට වේදනා
ගතත් වේදනාවෙන් පිරි 
සිතත් සෝ දුකින් බරවී
දෙනෙත අඳ නොවී තිබුනත් 
එයින් නැත සුවේ
කනත් බිහිරි වී නැතිමුත් 
අමුත්තක් වෙලා නැහැ කිසි
එහෙත් ඉන් හොඳක් මිහිරක් 
මෙතෙක් නැහැ ඇසී
මෙතෙක් නැහැ ඇසී 
මෙතෙක් නැහැ ඇසී
දෙඅත් සහ දෙපා කොරවී 
නැතත් ඉන් ලබන්නට හැකි 
කිසිත් සම්පතක් සතුටක් 
මෙතෙක් නැත ලැබී
මිහිර යන වදන පමනක් 
අසා ඇති නමුත් ඒ තුල
ඇහිරිලා තිබෙන අරුතක් 
මෙතෙක් නැහැ දැනී
මෙතෙක් නැහැ දැනී 
මෙතෙක් නැහැ දැනී
 
                                        
    
",ප්‍රේම්නාත් ජයතිලක්,Sowin Piri Mage
889,889,1207,සුභා කියා මා,සෝයාසා ගැන අදහස් දක්වන්න,පැරණි පොප්ස්,ස්ටැන්ලි එම් ප්‍රනාන්දු,"සුභා කියා මා ඔබ අමතන්නද
ස්වර්ණමාලී ලෙස ඔබ අමතන්නද 
මට නම් නොහැගෙන්නේ
කොහොම ඇමතුවත් 
ඒ හා සැසදෙන ඔබේ රුවින්
භවය පුරා මා සුවපත් වන්නේ
කිදුරු ඇසින් දබදිවම වශී කල//
එදා ඉපදුන සුභා ලෙසේ
මෙදා මෙදියත උපන් සුභා ඔබමයි
ලැම විල රන් පෙති ගෝමර මාලා 
සුපුරුදු හැගුමක් හද කලබයි 
ස්වර්ණමාලී ලෙස ඔබ අමතන්න හිතෙයි
 
 
",චන්ද්‍රසේන පරාසය,Subha Kiya Ma
890,890,593,සොයා පිළිසරණක්,සුනිල් එඩිරිසිංහ,දේවානුභාවයෙන්,වික්ටර් රත්නායක,"                                              
සොයා පිළිසරණක් ලොවෙන් මා
නොලැබ හව්හරණක්
භවෙන් භවයේ පතා ආයෙමි
හිමියනේ ඔබේ ඔබේ බුදු වදනක්
				
ගෙවා සුවහස් යොදුන් මේ කතරේ
සොයා යන මං නොදැන මේ අඳුරේ//
යුගෙන් යුගයේ පතා ආයෙමි
හිමියනේ ඔබේ ඔබේ මුදු සිහිලක්
මහා කරුණා නුවන් දිය ගැඹරේ
ගිලී සැනහී නිවා ගිනි සසරේ//
පහන් වැට සේ සොයා ආයෙමි
හිමියනේ ඔබේ ඔබේ නෙතු කැල්මක්
                                              
",කුමාර්දාස් සපුන්තාරි,Soya Pilisaranak
891,891,464, සොවින් බර,ටී.එම්.ජයරත්න,පැරණි පොප්ස්,ක්ලැරන්ස් විජේවර්ධන,"සොවින් බර නුවන් විදාලා 
තැවුල් පැවසුවා හඬාලා 
යොවුන් ආදරේ අපේ 
ගියේ ඇයි මෙසේ බිඳීලා…// 
හදේ ජනිත වූ අමාවන්  සැබෑ ආදරේ අපේ 
මුසාවන් නිසා අනුන්ගේ  බිඳීලා ගියා 
අහංකාර වූ සිනාවෙන්  අපේ ආදරේ දවාලූ 
ලොවේ චෝදනා නිසා  මැවේ වේදනා 
සදාතනික වූ හැඟීමෙන්  මගේ ජීවිතේ පුරා 
යාවුනා කියා සිතූ මුත්  ඔබේ ආදරේ 
කඳුළින් කොපුල් තෙමාලූ  මගේ ආදරේ මකාලූ 
ඔබේ චේතනා නිසා  සිතේ වේදනා 
",හේමසිරි හපිට,Sovin Bara
892,892,960,සිහින ලොවක්,ක්ලැරන්ස් විජේවර්ධන,"ක්ලැසික්,ඉල්ලීම",ක්ලැරන්ස් විජේවර්ධන,"සිහින ලොවක් දුටුවා මතකයි
සිහින ලොවෙන් ආවා මතකයි// 
සොඳුරු මිහිර සුව පහස ගෙනෙන ඒ 
ආදර බර උණුසුම මතකයි 
ඉර සඳු තරු කැට  පායන මිහිපිට 
ආදරයෙන් බැඳුණා මතකයි
අප හදවත් ඒ නොමියෙන ලෙස බැඳි 
ආදරයෙන් පිරුණා මතකයි 
සිතට දැනෙන දැනෙන සුව ගතට දැනෙන බව 
ඔබ රහසේ කීවා මතකයි
",ක්ලැරන්ස් විජේවර්ධන,Sihina Lowak
893,893,1732,සිහිනයකි ඔබ,"බන්ඩාර අතාවුද,සරෝජිනී සරෝජිනී",යුගල,එච්. ජයවර්ධන,"හ්ම් හ්ම්ම්ම් ම්ම් ම්හහා හා හහ හාහා
සිහිනයකි ඔබ නිහඬ මැදියම් රෑ
නිදන නෙත් යුග සනසනා
සිතුම් රැළි ඔබ තනිව හිදි වේලේ
නිහඬ මා හද සනසනා
ඉරකි ඔබ මට සදකි ඔබ මට
කිසිදු කිසි විට සමුනොගන්නා
සයුරු රළ ඔබ ඈත සමුදුර
සයුරු තෙර මා හමුවනා
යුග ගණන් අප වෙන්ව ආ මඟ
සොදුරු නිම්නෙක එක්වෙලා
දුක් සුසුම් නැති අපේ ලොව තුල
සිනා මල් පෙති විසිරිලා
හිරුට තනි නැත සදුත් නැත තනිවී
එකම අහසක හමුවෙලා
ලොවම සසලව බලා සිටියාවේ
යලිදු අප ඇත ළංවෙලා
හ්ම් හ්ම්ම්ම් ම්ම් ම්හහා හා හහ හාහා///
හ්ම් හ්ම්ම්ම් ම්ම් ම්හහා හා හහ හාහා
 
",කුසුම් පියරිස්,Sihinayaki Oba
894,894,1094,සිහිනෙන් සිහිනෙන්,නාමල් උදගම්,නව පොප්,නාමල් උදගම්,"සිහිනෙන් සිහිනෙන් 
මා හඩවනවා මා හඩවනවා
සැබෑ ලොවේදී ඔබ මා 
නෑ මුනගැසිලා නෑ හමුවීලා 
            
         
        
 
අදුරු අතීතේ කඳුළු සලාලා 
තනි වූ කාලේ ඔබ ලත වීලා 
සෙනෙහෙ පුදා හමු උන දා 
ඔබ එරෙහි උනා මට සිහිවෙනවා
සොදුරු සෙනේහේ පැතුම් බිදිලා
අපගේ වටා මේ පවුරු බැදීලා
දෙතැන රැදී අප දෙදෙනා 
අද තනි වෙනවා සිත් සසලෙනවා
            
         
        
",හේමසිරි ගෝටා,Sihinen Sihinen
895,895,1935, සිහිනෙන් ඔබ මට,මිල්ටන් මල්ලවරාච්චි,පැරණි පොප්ස්,සෝමපාල රත්නායක,"සිහිනෙන් ඔබ මට පෙනෙනවා නම් 
අවදි නොවී ඉන්නම්	                     
කිසිදා ඔබේ අත නොලැබේ නම් 
හැමදා තනි වෙන්නම්
    
ආසිරි ගී මැද පෝරුව මත හිඳ 
මහපටැඟිලි බැඳ අතපැන් වත්කර
ඔබ කැඳවා යන්නම් නැති නම් තනි වෙන්නම්
ඔබ කැඳවා යන්නම් නැති නම් තනි වෙන්නම්
            
ජීවනේ ගමනේ බාධක දුක සැප 
එකසේ පිලිගෙන හිනැ‍හෙනු මැන ඔබ
තනියට ලඟ ඉන්නම් නැතිනම් තනි වෙන්නම්
තනියට ලඟ ඉන්නම් නැතිනම් තනි වෙන්නම්

 
    
 
  
 
 
 
            
",කේ.ඩී.කේ ධර්මවර්ධන,Sihinen oba mata
